"file_get_contents","file_get_contents"
"cURL","cURL"
"Use HTTP Basic Authentication","Utiliser l'authentification de base HTTP"
"HTTP Basic Authentication: Username","Authentification de base HTTP: nom d'utilisateur"
"HTTP Basic Authentication: Password","Authentification de base HTTP: mot de passe"
"Exclude this Product from Solr Index","Exclure ce produit de l'index Solr"
"Size of Price Steps","Taille des étapes de prix"
"i.e. 100","ex. 100"
"Upper Limit of Price Steps","Limite supérieure des étapes de prix"
"i.e. 1000","ex. 1000"
"Use Custom Price Intervals","Utiliser des intervalles de prix personnalisés"
"Needs Solr 4.10+","Nécessite Solr 4.10+"
"Needs Solr 4.10+ and Magento CE 1.7+ / Magento EE 1.12+","Nécessite Solr 4.10+ et Magento CE 1.7+ / Magento EE 1.12+"
"Custom Price Intervals","Intervalles de prix personnalisés"
"Divide steps by comma, i.e. 10,20,50,100,200,300,400,500","Diviser les pas par des virgules, ex. 10,20,50,100,200,300,400,500"
"from %s","de %s"
"Delete all Solr Index Entries before Reindexing","Supprimer toutes les entrées de l'index Solr avant la réindexation"
"Swap Cores after Full Reindex","Échanger les noyaux après une réindexation complète"
"Allows reindexing on an inactive core and switch when finished","Permet la réindexation sur un noyau inactif et l'échange, une fois terminé."
"Name of Core to swap active Core with","Nom du noyau avec lequel le noyau actif doit être échangé"
"Search Operator","Opérateur de recherche"
"AND","ET"
"OR","OU"
"Solr Module is not activated.","Le module Solr n'est pas activé."
"Solr Module is activated.","Le module Solr est activé."
"Solr server configuration is incomplete.","La configuration du serveur Solr est incomplète."
"Solr server configuration is complete.","La configuration du serveur Solr est terminée."
"Connection to Solr server failed.","La connexion au serveur Solr a échoué."
"Connection to Solr server established successfully.","Connexion au serveur Solr établie avec succès."
"Please enter name of core and swap core.","Veuillez saisir le nom du noyau et du noyau d'échange."
"Solr Connection to swap core could not be established.","La connexion au noyau d'échange du serveur Solr n'a pas pu être établie."
"Solr Connection to swap core established successfully.","La connexion au noyau d'échange du serveur Solr établie avec succès."
"Test search request issued successfully.","Test de demande de recherche émis avec succès."
"Test search request failed.","Échec de la demande de recherche de test."
"Probably the configuration files are not installed correctly on the Solr server.","Les fichiers de configuration ne sont probablement pas installés correctement sur le serveur Solr."
"Test search request to swap core issued successfully.","Test de la demande de recherche pour le noyau d'échange du serveur Solr émis avec succès."
"Test search request to swap core failed.","Tester la demande de recherche pour le noyau d'échange a échoué."
"Maybe the configuration files are not installed correctly on the Solr swap core.","Peut-être que les fichiers de configuration ne sont pas installés correctement sur le noyau d'échange Solr."
"You can get a meaningful error message from the tab ""Logging"" on the Solr Admin Interface.","Vous pouvez obtenir un message d'erreur significatif à partir de l'onglet "" Journalisation "" de l'interface d'administration Solr."
"Module version: %s","Version du module: %s"
"Library version: %s","Version de la bibliothèque: %s"
"The IntegerNet_Solr library is not installed. You can get it from <a href=""%s"" target=""_blank"">%s</a>.","La bibliothèque IntegerNet_Solr n'est pas installée. Vous pouvez l'installer à partir de <a href=""%s"" target=""_blank"">% s </a>."
"The IntegerNet_Solr Pro library is not installed. You can get it from <a href=""%s"" target=""_blank"">%s</a>.","La bibliothèque IntegerNet_Solr Pro n'est pas installée. Vous pouvez l'installer à partir de <a href=""%s"" target=""_blank"">% s </a>."
"Magento version: %s","Version Magento: %s"
"Magento version: %s (%s Edition)","Version Magento: %s (%s Édition)"
"Solr version: %s","Version Solr: %s"
"Use HTTPS","Utiliser HTTPS"
"Register Autoloader","Enregistrer l'autoloader"
"Disable if you are using an own PSR-4 autoloader, e.g. from composer","Désactivez si vous utilisez votre propre autoloader PSR-4, ex. de composer"
"Autoloader Base Path","Chemin de base de l'autoloader"
"Path to IntegerNet_Solr library. Absolute path or relative to Magento base dir.","Chemin de la bibliothèque IntegerNet_Solr. Chemin absolu ou relatif au répertoire de base Magento."
"Remove Filters","Supprimer les filtres"
"Hold the CTRL key to select multiple filters","Maintenez la touche CTRL enfoncée pour sélectionner plusieurs filtres"
"The module Aoe_LayoutConditions is not installed. Please get it from <a href=""%s"" target=""_blank"">%s</a>.","Le module Aoe_LayoutConditions n'est pas installé. Veuillez l'installer à partir de <a href=""%s"" target=""_blank"">% s </a>."
"Redirect to product page on direct match in one of these attributes","Rediriger vers la page du produit avec une correspondance de 100% avec l'un de ces attributs"
"If the exact name / sku / ... is entered in the search field, the customer will be redirected to the product view page.","Si le nom exact / SKU / ... est entré dans le champ de recherche, le client sera redirigé vers la page de produit correspondante."
"Redirect to category page on direct match in one of these attributes","Rediriger vers une page de catégorie si 100% correspondent à l'un de ces attributs"
"If the exact name / ... is entered in the search field, the customer will be redirected to the category view page.","Si le nom exact / ... est entré dans le champ de recherche, le client sera redirigé vers la page de catégorie correspondante."
"Position of Filters","Position des filtres"
"Left column (Magento default)","Colonne gauche (Magento, par défaut)"
"Content column (above products)","Colonne de contenu (au dessus des produits)"
"Default Value from Configuration","Valeur par défaut de la configuration"
"Maximum number of Filter Options per Filter","Nombre maximum d'options de filtrage par filtre"
"0 = all","0 = tout"
"Sort Filter Options alphabetically","Trier les options de filtre par ordre alphabétique"
"By default, filters are sorted by number of results.","Par défaut, les filtres sont triés par nombre de résultats."
"Show category filter","Afficher les filtres de catégorie"
"Show products which are out of stock","Montrer les produits qui sont en rupture de stock"
"Solr Priority Multiplier for Products being out of Stock","Multiplicateur de priorité Solr pour produits en rupture de stock"
"0 = don't show at all, 1 = don't modify, anything between = lower priority","0 = ne pas montrer du tout, 1 = ne pas modifier, rien entre = priorité inférieure"
"Disconnect and reconnect MySQL Connections during indexing","Déconnecter et reconnecter les connexions MySQL lors de l'indexation"
"Use this to avoid SQL timeout errors during indexing. Only available since Magento CE 1.9.1 / EE 1.14.1.","Utilisez cette option pour éviter les erreurs de délai d'attente SQL lors de l'indexation. Disponible uniquement depuis Magento CE 1.9.1 / EE 1.14.1."
